feature,importance
balls_elapsed,1737.649384021759
over,1457.0462765693665
batsman_career_balls,110.36649689078331
pressure_index,97.27648812532425
venue_season_wicket_rate,36.98297423124313
inning,36.71149945259094
runs_so_far,33.33397996425629
required_run_rate,27.38200056552887
run_rate_pressure,21.521259665489197
wickets_so_far,14.937930345535278
venue_evolution_wickets,13.604485869407654
venue_season_rpb_volatility,12.293939888477325
momentum_differential,11.867795765399933
batsman_rpb_ema_long,11.397754997015
partnership_stability,10.887466967105865
batsman_maturity,10.140870094299316
batsman_boundary_pct_ema_medium,9.013400137424469
venue_season_avg_rpb,8.880722105503082
venue_evolution_runs,5.698572099208832
wickets_remaining,5.517980098724365
ball_in_over,4.660200119018555
rr_acceleration,4.280712008476257
batsman_rpb_ema_medium,3.9138500690460205
is_death_over,3.474329948425293
batsman_dot_pct_ema_medium,3.44560307264328
venue_season_boundary_rate,2.942199945449829
bowler_econ_ema_long,2.5369620323181152
bowler_career_balls,2.480443000793457
runs_last_5_overs,2.346468985080719
bowler_maturity,2.1386820673942566
wickets_last_3_overs,1.6643500328063965
partnership_run_rate,1.6608169972896576
rr_last_3_overs,1.452430009841919
batsman_boundary_pct_ema_short,1.4020310044288635
dots_last_10_balls,1.3666900396347046
batsman_sr_ema_short,1.2963199615478516
runs_last_3_overs,1.0806100368499756
bowler_overs_bowled,0.9896870255470276
batsman_dot_pct_ema_short,0.917087972164154
batsman_is_settled,0.8928920030593872
current_run_rate,0.8905789852142334
rr_last_5_overs,0.5950469970703125
bowler_wicket_rate_ema_short,0.5883700251579285
bowler_wicket_rate_ema_medium,0.4592230021953583
is_middle_over,0.0
balls_remaining,0.0
late_in_over,0.0
is_powerplay,0.0
is_modern_cricket,0.0
batsman_days_since_last_match,0.0
bowler_form_score,0.0
batsman_form_score,0.0
bowler_workload_30d,0.0
batsman_workload_30d,0.0
bowler_rest_quality,0.0
batsman_rest_quality,0.0
bowler_days_since_last_match,0.0
batsman_rpb_ema_short,0.0
bowler_dot_pct_ema_short,0.0
bowler_econ_ema_medium,0.0
bowler_econ_ema_short,0.0
batsman_sr_ema_medium,0.0
batsman_sr_ema_long,0.0
bowler_dot_pct_ema_medium,0.0
bowler_is_fatigued,0.0
boundaries_last_10_balls,0.0
